,Value
original_glcm_ClusterTendency,584.3834988555327
original_glcm_Contrast,152.11269707602753
original_glcm_Correlation,0.5836806760997248
original_glcm_DifferenceAverage,8.6083863192652
original_glcm_DifferenceEntropy,4.586602387600771
original_glcm_DifferenceVariance,77.3077361325543
original_glcm_Id,0.22546375897692464
original_glcm_Idm,0.14115466540961974
original_glcm_Idmn,0.992256677861396
original_glcm_Idn,0.9440021110238624
original_glcm_Imc1,-0.0679161918671305
original_glcm_Imc2,0.7095702362147874
original_glcm_InverseVariance,0.14234211619072148
original_glcm_JointAverage,37.039568483051085
original_glcm_JointEnergy,0.0015914968830126352
original_glcm_JointEntropy,10.421902144460516
original_glcm_MCC,0.6548461642606948
original_glcm_MaximumProbability,0.005462255084747964
original_glcm_SumAverage,74.07913696610218
original_glcm_SumEntropy,6.1865420472193335
original_glcm_SumSquares,184.12404898289012
original_gldm_DependenceEntropy,7.452479275884707
original_gldm_DependenceNonUniformity,20315.83002353439
original_gldm_DependenceNonUniformityNormalized,0.26860710822559153
original_gldm_DependenceVariance,2.2324511985535276
original_gldm_GrayLevelNonUniformity,2228.730729566068
original_gldm_GrayLevelVariance,204.1864750786216
original_gldm_HighGrayLevelEmphasis,1487.8690536002327
original_gldm_LargeDependenceEmphasis,7.279345268001164
original_gldm_LargeDependenceHighGrayLevelEmphasis,10844.856493111563
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.9895868875877433
original_gldm_LowGrayLevelEmphasis,0.025154500033590363
original_gldm_SmallDependenceEmphasis,0.4824566145646994
original_gldm_SmallDependenceHighGrayLevelEmphasis,663.2338711472169
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.006659340677688271
original_glrlm_GrayLevelNonUniformity,2062.092077380324
original_glrlm_GrayLevelNonUniformityNormalized,0.0286374630140695
original_glrlm_GrayLevelVariance,203.88376936457172
original_glrlm_HighGrayLevelRunEmphasis,1483.061330498817
original_glrlm_LongRunEmphasis,1.1599497481551473
original_glrlm_LongRunHighGrayLevelEmphasis,1734.3727589291634
original_glrlm_LongRunLowGrayLevelEmphasis,0.036613116109583836
original_glrlm_LowGrayLevelRunEmphasis,0.02243565176822497
original_glrlm_RunEntropy,5.789565693785575
original_glrlm_RunLengthNonUniformity,65599.62142451866
original_glrlm_RunLengthNonUniformityNormalized,0.9109055750989026
original_glrlm_RunPercentage,0.9520565638977992
original_glrlm_RunVariance,0.05648685358214331
original_glrlm_ShortRunEmphasis,0.9645501733070799
original_glrlm_ShortRunHighGrayLevelEmphasis,1426.5383460724365
original_glrlm_ShortRunLowGrayLevelEmphasis,0.01997965536848127
original_glszm_GrayLevelNonUniformity,836.8683064813677
original_glszm_GrayLevelNonUniformityNormalized,0.020584634275768482
original_glszm_GrayLevelVariance,228.99250347808965
original_glszm_HighGrayLevelZoneEmphasis,1368.8549993850695
original_glszm_LargeAreaEmphasis,35.40617390234903
original_glszm_LargeAreaHighGrayLevelEmphasis,63261.22346574837
original_glszm_LargeAreaLowGrayLevelEmphasis,1.6399058208347876
original_glszm_LowGrayLevelZoneEmphasis,0.014666685494935074
original_glszm_SizeZoneNonUniformity,21900.569991390974
original_glszm_SizeZoneNonUniformityNormalized,0.5386931494623287
original_glszm_SmallAreaEmphasis,0.7622007774683457
original_glszm_SmallAreaHighGrayLevelEmphasis,1019.252870725998
original_glszm_SmallAreaLowGrayLevelEmphasis,0.009957652313166932
original_glszm_ZoneEntropy,7.228994150818931
original_glszm_ZonePercentage,0.5375228072031097
original_glszm_ZoneVariance,31.94513717714995
original_ngtdm_Busyness,1.5557053055646244
original_ngtdm_Coarseness,0.00010330054081873392
original_ngtdm_Complexity,43577.49929013455
original_ngtdm_Contrast,0.19047491364242738
original_ngtdm_Strength,0.9803499926422691
original_shape_Elongation,0.8748086955443157
original_shape_Flatness,0.7762223125554624
original_shape_LeastAxisLength,40.61245748840639
original_shape_MajorAxisLength,52.320651998140754
original_shape_Maximum2DDiameterColumn,65.18379860695477
original_shape_Maximum2DDiameterRow,54.94052105274868
original_shape_Maximum2DDiameterSlice,64.97057655325534
original_shape_Maximum3DDiameter,68.61912478917768
original_shape_MeshVolume,63500.62021221273
original_shape_MinorAxisLength,45.77056132452161
original_shape_Sphericity,0.4623651037701744
original_shape_SurfaceArea,16647.577813653417
original_shape_SurfaceVolumeRatio,0.2621640191547559
original_shape_VoxelVolume,63618.76530230332
