,Value
original_glcm_Contrast,116.7309005175973
original_glcm_Correlation,0.6867771427833831
original_glcm_DifferenceAverage,7.651271876799681
original_glcm_DifferenceEntropy,4.4097018590495285
original_glcm_DifferenceVariance,57.29607506372494
original_glcm_Id,0.2472842604019291
original_glcm_Idm,0.16322219890749923
original_glcm_Idmn,0.975990534276445
original_glcm_Idn,0.9045898814558687
original_glcm_Imc1,-0.11663634208537044
original_glcm_Imc2,0.8362134979187547
original_glcm_InverseVariance,0.16596381688726286
original_glcm_JointAverage,29.914655387089034
original_glcm_JointEnergy,0.0021363756635889722
original_glcm_JointEntropy,9.975497571743386
original_glcm_MCC,0.7185260036559071
original_glcm_MaximumProbability,0.009032765891718907
original_glcm_SumAverage,59.82931077417806
original_glcm_SumEntropy,6.149732791323711
original_glcm_SumSquares,187.24548959898837
original_gldm_DependenceEntropy,7.334638710298382
original_gldm_DependenceNonUniformity,1987.4689251146206
original_gldm_DependenceNonUniformityNormalized,0.253116266570889
original_gldm_DependenceVariance,2.4335776693070397
original_gldm_GrayLevelNonUniformity,229.8306164034641
original_gldm_GrayLevelVariance,200.5966234352329
original_gldm_HighGrayLevelEmphasis,993.7664289353031
original_gldm_LargeDependenceEmphasis,8.014773306164034
original_gldm_LargeDependenceHighGrayLevelEmphasis,10910.290626591952
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.07645145864430697
original_gldm_LowGrayLevelEmphasis,0.014413361476447216
original_gldm_SmallDependenceEmphasis,0.46760404867707195
original_gldm_SmallDependenceHighGrayLevelEmphasis,376.9967192419847
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.008100427075849478
original_glrlm_GrayLevelNonUniformity,208.66263121794074
original_glrlm_GrayLevelNonUniformityNormalized,0.028043663349813976
original_glrlm_GrayLevelVariance,200.1141371374423
original_glrlm_HighGrayLevelRunEmphasis,976.1187004787523
original_glrlm_LongRunEmphasis,1.1760792027784124
original_glrlm_LongRunHighGrayLevelEmphasis,1209.6977544494011
original_glrlm_LongRunLowGrayLevelEmphasis,0.016455782652235098
original_glrlm_LowGrayLevelRunEmphasis,0.014644562763881565
original_glrlm_RunEntropy,5.6806882881665155
original_glrlm_RunLengthNonUniformity,6722.533026145049
original_glrlm_RunLengthNonUniformityNormalized,0.9033677208243778
original_glrlm_RunPercentage,0.9475978682550257
original_glrlm_RunVariance,0.06215373599215878
original_glrlm_ShortRunEmphasis,0.9613209527251623
original_glrlm_ShortRunHighGrayLevelEmphasis,926.0507030044016
original_glrlm_ShortRunLowGrayLevelEmphasis,0.01425266178527664
original_glszm_GrayLevelNonUniformity,89.4
original_glszm_GrayLevelNonUniformityNormalized,0.021831501831501832
original_glszm_GrayLevelVariance,181.5463317634746
original_glszm_HighGrayLevelZoneEmphasis,777.3711843711844
original_glszm_LargeAreaEmphasis,88.36336996336996
original_glszm_LargeAreaHighGrayLevelEmphasis,151187.6888888889
original_glszm_LargeAreaLowGrayLevelEmphasis,0.11541806819725327
original_glszm_LowGrayLevelZoneEmphasis,0.017853164687293196
original_glszm_SizeZoneNonUniformity,2206.4471306471305
original_glszm_SizeZoneNonUniformityNormalized,0.5388149281189574
original_glszm_SmallAreaEmphasis,0.7624166148650958
original_glszm_SmallAreaHighGrayLevelEmphasis,581.4629773997545
original_glszm_SmallAreaLowGrayLevelEmphasis,0.013910627158031463
original_glszm_ZoneEntropy,6.908516435876028
original_glszm_ZonePercentage,0.5215231788079471
original_glszm_ZoneVariance,84.68671589433494
original_ngtdm_Busyness,0.5072228046524716
original_ngtdm_Coarseness,0.001007824678237789
original_ngtdm_Complexity,7672.521703707922
original_ngtdm_Contrast,0.5898217529504107
original_ngtdm_Strength,1.5345946498111052
original_shape_Elongation,0.9223551382666987
original_shape_Flatness,0.7844254513549275
original_shape_LeastAxisLength,17.34696078941829
original_shape_MajorAxisLength,22.11422482462179
original_shape_Maximum2DDiameterColumn,26.835454189607077
original_shape_Maximum2DDiameterRow,26.118649235567773
original_shape_Maximum2DDiameterSlice,31.223817156339166
original_shape_Maximum3DDiameter,31.82105192640754
original_shape_MeshVolume,4825.89054107666
original_shape_MinorAxisLength,20.39716889577489
original_shape_Sphericity,0.6143057524146388
original_shape_SurfaceArea,2248.1115342753415
original_shape_SurfaceVolumeRatio,0.4658438717455423
original_shape_VoxelVolume,4852.386474609375
